A:\jill_030.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,0,0,-4.9,0,-12.3,-7.4,-12.3,-12.3,-17.3,-12.3,-17.3,-7.4,-14.8,-9.9,-9.9,0,-2.5,0,0,-2.5,-7.4,-7.4,0,0,2.5,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9,2.5,0,0,2.5,0,2.5,0,0,-2.5,0,2.5,7.4,9.9,0,2.5,4.9,2.5,9.9,7.4,7.4,4.9,4.9,7.4,4.9,9.9,4.9,7.4,9.9,4.9,12.3,2.5,4.9,7.4,12.3,9.9,9.9,14.8,9.9,2.5,0,2.5,0,-2.5,-7.4,2.5,0,2.5,0,0,0,2.5,2.5,2.5,0,4.9,0,-2.5,-4.9,0,-4.9,0,-7.4,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,4.9,7.4,4.9,0,4.9
706,-7.4,0,-12.3,-12.3,-7.4,-12.3,-17.3,-7.4,-12.3,-12.3,2.5,-7.4,-9.9,-19.7,-19.7,-12.3,-7.4,-4.9,0,0,-7.4,-4.9,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,-2.5,0,0,0,0,0,-4.9,0,2.5,0,0,0,4.9,2.5,9.9,0,4.9,2.5,4.9,9.9,9.9,9.9,9.9,14.8,9.9,4.9,9.9,9.9,9.9,12.3,9.9,9.9,9.9,12.3,14.8,14.8,14.8,9.9,14.8,14.8,12.3,14.8,12.3,4.9,2.5,9.9,4.9,2.5,9.9,2.5,2.5,9.9,9.9,9.9,2.5,2.5,2.5,9.9,2.5,4.9,4.9,0,2.5,7.4,2.5,0,2.5,0,2.5,0,0,0,0,2.5,7.4,0,4.9,2.5,0,7.4,4.9,7.4,2.5,9.9,9.9,-7.4
707,-7.4,9.9,-7.4,-7.4,-7.4,0,-9.9,-7.4,-12.3,-12.3,-14.8,-12.3,-9.9,-4.9,0,-12.3,-9.9,0,-7.4,-2.5,0,-7.4,0,0,-4.9,2.5,0,2.5,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,4.9,0,2.5,0,-4.9,2.5,0,0,2.5,2.5,-7.4,0,-4.9,9.9,0,-4.9,4.9,7.4,9.9,-2.5,0,12.3,9.9,7.4,7.4,12.3,9.9,4.9,9.9,7.4,7.4,12.3,0,12.3,14.8,9.9,9.9,12.3,14.8,14.8,2.5,14.8,12.3,4.9,4.9,9.9,4.9,9.9,9.9,4.9,12.3,9.9,9.9,2.5,7.4,9.9,4.9,7.4,7.4,2.5,7.4,4.9,7.4,4.9,0,2.5,2.5,0,0,2.5,7.4,2.5,2.5,2.5,0,9.9,2.5,0,2.5,2.5,9.9,9.9,9.9,4.9
708,-12.3,-4.9,-12.3,-12.3,-9.9,-14.8,-12.3,-12.3,-12.3,-14.8,-14.8,-7.4,0,2.5,-2.5,-4.9,4.9,-7.4,-7.4,-4.9,-2.5,-7.4,2.5,0,0,0,0,0,0,2.5,0,0,4.9,0,0,0,0,0,0,2.5,2.5,0,0,0,0,2.5,0,2.5,0,0,0,2.5,0,0,0,7.4,0,2.5,-4.9,4.9,4.9,9.9,9.9,9.9,2.5,7.4,9.9,2.5,7.4,9.9,9.9,9.9,9.9,7.4,12.3,9.9,2.5,14.8,14.8,14.8,14.8,17.3,17.3,14.8,14.8,17.3,12.3,14.8,9.9,0,12.3,0,4.9,4.9,0,12.3,12.3,7.4,7.4,9.9,9.9,9.9,7.4,7.4,7.4,9.9,9.9,2.5,0,0,2.5,0,0,2.5,2.5,2.5,9.9,4.9,4.9,0,0,9.9,9.9,9.9,14.8,12.3,14.8,9.9
709,-12.3,-12.3,-4.9,9.9,-12.3,-9.9,-12.3,-19.7,-9.9,-2.5,-12.3,0,-9.9,0,0,2.5,-2.5,-7.4,-7.4,-7.4,-7.4,2.5,0,0,0,4.9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,2.5,2.5,2.5,0,0,0,-4.9,9.9,0,2.5,0,2.5,2.5,-4.9,0,0,0,9.9,4.9,9.9,9.9,0,0,0,9.9,12.3,9.9,9.9,9.9,12.3,12.3,14.8,12.3,14.8,12.3,12.3,14.8,17.3,14.8,22.2,22.2,9.9,0,12.3,14.8,7.4,9.9,7.4,0,9.9,9.9,7.4,12.3,9.9,4.9,9.9,9.9,9.9,9.9,4.9,7.4,12.3,9.9,9.9,2.5,0,0,4.9,2.5,0,2.5,4.9,2.5,0,9.9,2.5,0,7.4,7.4,9.9,14.8,9.9,14.8,14.8
710,-12.3,-2.5,-7.4,-9.9,-7.4,-7.4,-9.9,-17.3,-12.3,-17.3,-7.4,4.9,-4.9,-7.4,-7.4,-2.5,0,-4.9,-7.4,-2.5,-2.5,0,0,0,0,0,0,0,2.5,4.9,0,0,4.9,0,0,0,0,0,0,2.5,2.5,0,0,2.5,-2.5,0,4.9,9.9,4.9,2.5,0,2.5,0,2.5,0,2.5,7.4,0,0,0,0,7.4,2.5,7.4,2.5,9.9,12.3,4.9,7.4,12.3,14.8,14.8,12.3,14.8,14.8,19.7,14.8,14.8,14.8,14.8,2.5,19.7,19.7,14.8,17.3,14.8,19.7,9.9,14.8,0,14.8,9.9,12.3,14.8,9.9,12.3,9.9,4.9,14.8,17.3,9.9,9.9,9.9,2.5,4.9,12.3,9.9,12.3,2.5,4.9,2.5,0,9.9,7.4,0,2.5,2.5,0,9.9,2.5,2.5,2.5,4.9,9.9,9.9,14.8,14.8,14.8
711,-7.4,-7.4,-9.9,-7.4,-7.4,-7.4,-9.9,-4.9,-7.4,-19.7,-12.3,0,-2.5,-4.9,-7.4,0,-2.5,-4.9,0,2.5,2.5,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,0,2.5,0,0,0,7.4,9.9,4.9,9.9,4.9,9.9,2.5,2.5,7.4,4.9,4.9,4.9,2.5,9.9,9.9,2.5,2.5,0,2.5,2.5,17.3,2.5,2.5,14.8,7.4,9.9,9.9,2.5,7.4,12.3,14.8,14.8,14.8,14.8,17.3,14.8,9.9,9.9,17.3,2.5,22.2,19.7,19.7,7.4,14.8,7.4,22.2,9.9,9.9,14.8,17.3,14.8,12.3,2.5,14.8,12.3,4.9,17.3,7.4,4.9,2.5,2.5,9.9,17.3,9.9,0,12.3,0,7.4,9.9,2.5,14.8,12.3,9.9,2.5,7.4,2.5,4.9,9.9,0,0,9.9,7.4,9.9,9.9
712,-7.4,-2.5,-7.4,-9.9,-7.4,-9.9,-4.9,-12.3,-14.8,-7.4,-4.9,-7.4,-12.3,-9.9,-7.4,-12.3,-4.9,0,2.5,0,0,2.5,0,0,0,0,0,2.5,2.5,0,0,0,0,0,4.9,0,0,0,2.5,0,2.5,9.9,4.9,2.5,9.9,9.9,7.4,7.4,9.9,9.9,9.9,12.3,4.9,2.5,9.9,4.9,9.9,9.9,7.4,12.3,12.3,9.9,2.5,7.4,2.5,2.5,0,2.5,0,14.8,14.8,12.3,2.5,9.9,12.3,14.8,14.8,14.8,14.8,19.7,22.2,14.8,9.9,12.3,14.8,0,14.8,14.8,14.8,22.2,17.3,2.5,7.4,12.3,14.8,4.9,14.8,0,7.4,14.8,14.8,0,4.9,4.9,9.9,9.9,9.9,19.7,0,7.4,2.5,7.4,7.4,14.8,17.3,14.8,17.3,14.8,14.8,0,2.5,12.3,14.8,9.9,4.9,0,14.8,9.9
713,-7.4,-7.4,-7.4,-2.5,-9.9,-7.4,0,-12.3,-7.4,-7.4,-12.3,-4.9,-2.5,-4.9,0,-4.9,-7.4,-9.9,-7.4,-4.9,0,0,0,0,0,0,0,0,0,2.5,0,0,-2.5,0,0,0,0,2.5,4.9,2.5,2.5,0,2.5,2.5,0,2.5,9.9,0,9.9,9.9,9.9,9.9,7.4,9.9,9.9,12.3,9.9,7.4,12.3,14.8,12.3,9.9,7.4,9.9,2.5,7.4,0,2.5,0,2.5,2.5,17.3,4.9,2.5,9.9,12.3,12.3,9.9,12.3,7.4,4.9,12.3,22.2,22.2,17.3,12.3,14.8,14.8,9.9,22.2,22.2,7.4,2.5,12.3,4.9,19.7,19.7,2.5,17.3,14.8,14.8,17.3,7.4,0,9.9,17.3,17.3,4.9,0,14.8,2.5,7.4,2.5,14.8,22.2,9.9,9.9,9.9,19.7,17.3,14.8,12.3,12.3,12.3,22.2,14.8,19.7,4.9
714,-2.5,0,-9.9,-12.3,-9.9,-12.3,-9.9,-9.9,-7.4,-7.4,-7.4,0,-7.4,-4.9,-12.3,-4.9,-7.4,0,2.5,2.5,-7.4,-4.9,2.5,0,0,0,0,0,0,2.5,0,2.5,7.4,0,0,2.5,0,2.5,0,0,0,0,7.4,0,2.5,0,7.4,4.9,4.9,12.3,9.9,12.3,7.4,9.9,9.9,12.3,12.3,12.3,7.4,7.4,12.3,7.4,12.3,14.8,2.5,2.5,0,4.9,2.5,2.5,2.5,2.5,4.9,2.5,0,4.9,12.3,4.9,0,9.9,9.9,7.4,7.4,4.9,12.3,19.7,14.8,7.4,2.5,9.9,14.8,2.5,19.7,22.2,9.9,2.5,14.8,9.9,19.7,12.3,17.3,9.9,9.9,17.3,14.8,9.9,22.2,19.7,2.5,9.9,2.5,7.4,2.5,14.8,12.3,12.3,22.2,14.8,12.3,7.4,14.8,22.2,19.7,7.4,14.8,19.7,14.8,7.4
715,-7.4,-7.4,-7.4,-4.9,-7.4,-4.9,-12.3,-12.3,-9.9,-12.3,-9.9,-9.9,-9.9,-7.4,-9.9,-7.4,-9.9,-4.9,-4.9,0,0,-2.5,-7.4,0,0,0,0,0,0,0,0,2.5,2.5,0,2.5,2.5,2.5,4.9,2.5,0,4.9,2.5,9.9,4.9,4.9,2.5,2.5,9.9,9.9,12.3,9.9,9.9,7.4,9.9,12.3,0,2.5,12.3,9.9,7.4,2.5,7.4,9.9,12.3,0,0,0,9.9,0,2.5,2.5,2.5,4.9,2.5,2.5,4.9,9.9,9.9,7.4,0,4.9,7.4,2.5,7.4,2.5,0,2.5,14.8,14.8,2.5,4.9,2.5,9.9,7.4,7.4,0,7.4,2.5,14.8,14.8,17.3,4.9,14.8,7.4,2.5,19.7,17.3,7.4,2.5,12.3,9.9,0,2.5,4.9,9.9,2.5,2.5,2.5,19.7,12.3,17.3,17.3,14.8,19.7,19.7,17.3,22.2,19.7
716,0,-7.4,-7.4,-12.3,-9.9,-12.3,-7.4,-12.3,-4.9,-4.9,-7.4,-7.4,-7.4,-9.9,-12.3,-7.4,-7.4,0,-7.4,-9.9,-7.4,-4.9,0,0,2.5,2.5,0,2.5,0,0,0,2.5,2.5,0,0,0,2.5,2.5,0,4.9,2.5,2.5,4.9,7.4,7.4,2.5,9.9,0,4.9,9.9,9.9,9.9,9.9,7.4,2.5,2.5,2.5,0,7.4,4.9,0,0,0,9.9,2.5,2.5,7.4,9.9,0,9.9,7.4,0,2.5,9.9,4.9,4.9,2.5,0,2.5,2.5,2.5,0,0,2.5,7.4,2.5,0,0,12.3,9.9,0,2.5,0,2.5,0,12.3,9.9,2.5,4.9,12.3,14.8,9.9,4.9,7.4,14.8,14.8,9.9,14.8,0,0,2.5,2.5,9.9,2.5,4.9,2.5,14.8,2.5,9.9,14.8,12.3,12.3,17.3,14.8,14.8,14.8,17.3,4.9
717,-12.3,-12.3,-7.4,-7.4,-12.3,-17.3,-14.8,-12.3,-9.9,-12.3,-4.9,-9.9,-4.9,-12.3,-12.3,-9.9,-7.4,-2.5,-7.4,-2.5,-2.5,0,0,0,0,4.9,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,4.9,2.5,2.5,0,0,2.5,2.5,0,4.9,0,2.5,0,0,-2.5,0,2.5,0,0,2.5,0,0,0,2.5,0,0,4.9,0,2.5,14.8,9.9,4.9,2.5,2.5,2.5,2.5,2.5,0,0,2.5,2.5,0,7.4,2.5,2.5,2.5,0,0,9.9,4.9,2.5,2.5,4.9,2.5,0,0,2.5,4.9,7.4,9.9,14.8,0,2.5,4.9,9.9,12.3,7.4,0,0,0,0,0,2.5,2.5,0,9.9,2.5,2.5,4.9,9.9,2.5,9.9,9.9,14.8,9.9,12.3,14.8
718,-12.3,-12.3,-12.3,-9.9,-12.3,-14.8,-12.3,-12.3,-14.8,-14.8,-14.8,-17.3,-12.3,-14.8,-12.3,-12.3,-12.3,0,-4.9,-2.5,-12.3,-12.3,0,0,0,0,0,2.5,0,0,4.9,0,0,2.5,0,0,0,-2.5,0,0,0,0,2.5,0,2.5,0,2.5,0,-2.5,-4.9,-4.9,0,-2.5,-4.9,2.5,-4.9,-2.5,2.5,0,-4.9,0,0,2.5,0,0,2.5,2.5,0,4.9,0,7.4,7.4,4.9,0,2.5,0,4.9,2.5,2.5,0,0,2.5,2.5,0,0,0,0,0,0,2.5,0,0,0,4.9,2.5,7.4,-2.5,0,0,0,4.9,9.9,2.5,0,2.5,2.5,4.9,4.9,2.5,0,0,2.5,0,0,0,0,0,7.4,0,7.4,2.5,2.5,9.9,9.9,9.9,9.9,12.3,9.9
719,-12.3,-9.9,-12.3,-14.8,-17.3,-24.7,-17.3,-19.7,-17.3,-12.3,12.3,-19.7,-19.7,-19.7,-12.3,-17.3,-9.9,-17.3,-12.3,0,-14.8,-12.3,0,0,2.5,0,0,-4.9,0,2.5,0,0,2.5,0,-7.4,0,0,0,0,0,2.5,0,-2.5,0,-7.4,0,-2.5,-2.5,-7.4,-9.9,-2.5,0,-7.4,-7.4,-7.4,-9.9,-9.9,-2.5,-7.4,-7.4,-7.4,0,2.5,7.4,0,0,2.5,0,0,0,7.4,2.5,0,0,0,2.5,0,0,2.5,2.5,0,0,0,2.5,2.5,9.9,2.5,0,2.5,0,0,0,2.5,0,7.4,12.3,4.9,2.5,2.5,2.5,0,2.5,2.5,2.5,2.5,-2.5,2.5,2.5,0,2.5,2.5,0,0,0,0,2.5,4.9,0,9.9,4.9,2.5,0,2.5,9.9,2.5,9.9,9.9,9.9
720,-19.7,-14.8,-14.8,-7.4,-12.3,-19.7,-22.2,-12.3,-17.3,-24.7,-22.2,-19.7,-17.3,-14.8,-17.3,-14.8,-19.7,-19.7,-17.3,-12.3,-12.3,-12.3,0,0,0,2.5,0,0,0,-4.9,-2.5,0,0,0,0,0,-2.5,0,0,0,2.5,0,-9.9,-2.5,-14.8,-7.4,-7.4,-7.4,-17.3,-9.9,-7.4,-7.4,-2.5,-4.9,-4.9,0,-7.4,-7.4,-7.4,-7.4,-7.4,0,2.5,2.5,-2.5,-4.9,0,-2.5,0,0,-2.5,0,4.9,0,0,0,-2.5,-2.5,0,0,0,2.5,0,-2.5,0,0,4.9,2.5,0,9.9,0,0,2.5,4.9,0,4.9,2.5,7.4,4.9,0,-4.9,-7.4,0,2.5,4.9,-2.5,2.5,2.5,0,0,0,0,2.5,2.5,2.5,2.5,7.4,2.5,7.4,7.4,2.5,0,0,7.4,9.9,7.4,9.9,4.9
721,-17.3,-19.7,-12.3,-19.7,-19.7,-22.2,-17.3,-19.7,-22.2,-22.2,-12.3,-19.7,-19.7,-9.9,0,-9.9,-7.4,-14.8,0,-9.9,-9.9,-7.4,0,0,0,0,0,0,0,0,0,0,0,0,-9.9,0,0,0,0,-4.9,0,-4.9,-4.9,2.5,-7.4,-2.5,-9.9,-7.4,-7.4,-7.4,-4.9,-9.9,-12.3,-12.3,0,-7.4,-7.4,-7.4,-2.5,-2.5,0,0,0,0,-2.5,4.9,-7.4,0,0,-4.9,-4.9,-4.9,0,0,0,-2.5,-4.9,0,7.4,2.5,0,2.5,0,4.9,0,0,0,2.5,0,12.3,0,2.5,7.4,12.3,0,0,0,2.5,2.5,9.9,0,0,2.5,0,0,2.5,0,9.9,0,0,0,0,2.5,2.5,2.5,0,7.4,4.9,-2.5,9.9,7.4,4.9,2.5,2.5,12.3,9.9,9.9,7.4
722,-17.3,-12.3,-9.9,-17.3,-29.6,-19.7,-24.7,-14.8,-19.7,-12.3,-14.8,-19.7,-17.3,-17.3,-4.9,-9.9,-19.7,-7.4,-14.8,-12.3,-12.3,-9.9,0,0,0,0,0,2.5,0,0,0,0,4.9,0,-4.9,0,0,0,0,-2.5,2.5,0,-4.9,2.5,-12.3,-7.4,-12.3,-2.5,-7.4,-12.3,-12.3,-14.8,-7.4,-4.9,-7.4,-7.4,-7.4,-7.4,0,-2.5,0,2.5,0,-7.4,0,-2.5,-2.5,0,-7.4,-4.9,-4.9,-2.5,2.5,0,-2.5,-2.5,0,0,2.5,0,2.5,12.3,0,2.5,0,0,2.5,2.5,0,7.4,7.4,9.9,0,2.5,7.4,2.5,0,0,0,2.5,9.9,7.4,2.5,0,0,4.9,4.9,0,0,0,0,0,0,0,2.5,2.5,2.5,4.9,7.4,0,9.9,9.9,0,0,0,9.9,9.9,2.5
723,-19.7,-12.3,-17.3,-14.8,-12.3,-19.7,-17.3,-19.7,-14.8,-14.8,-17.3,-17.3,-14.8,-7.4,-12.3,-7.4,-12.3,-12.3,-9.9,-17.3,-12.3,-7.4,0,0,2.5,0,0,0,0,-7.4,0,0,2.5,0,-4.9,0,0,0,7.4,-12.3,2.5,-7.4,-14.8,-2.5,-12.3,0,-7.4,-9.9,-12.3,-7.4,-4.9,-7.4,0,-4.9,-7.4,-7.4,-4.9,-7.4,-2.5,-2.5,0,-7.4,0,0,0,0,-2.5,-2.5,2.5,0,-2.5,0,0,0,-2.5,-2.5,2.5,0,0,0,0,0,7.4,2.5,2.5,0,-2.5,2.5,2.5,0,2.5,2.5,9.9,2.5,7.4,9.9,0,0,2.5,9.9,7.4,0,4.9,0,0,2.5,9.9,9.9,0,4.9,0,2.5,0,2.5,0,7.4,2.5,0,9.9,9.9,2.5,9.9,7.4,2.5,2.5,2.5,9.9,9.9
724,-19.7,-12.3,-12.3,-12.3,-12.3,-14.8,-14.8,-12.3,-12.3,-14.8,-12.3,-9.9,-12.3,-4.9,-12.3,-12.3,-14.8,-17.3,-14.8,-9.9,-7.4,-12.3,2.5,0,0,0,0,-2.5,2.5,0,0,0,0,0,-2.5,0,0,0,0,-4.9,0,0,-9.9,-2.5,-2.5,-7.4,-12.3,-7.4,-4.9,-12.3,-2.5,-12.3,-7.4,-9.9,0,2.5,0,-4.9,0,0,-2.5,-4.9,-2.5,-4.9,0,2.5,-2.5,0,0,-2.5,0,-2.5,0,-4.9,-2.5,0,0,0,2.5,2.5,2.5,0,0,-7.4,2.5,9.9,4.9,0,2.5,14.8,2.5,0,9.9,-7.4,12.3,14.8,7.4,2.5,9.9,9.9,9.9,4.9,7.4,2.5,0,7.4,0,9.9,0,0,0,2.5,2.5,0,0,0,2.5,0,-2.5,7.4,0,2.5,9.9,2.5,0,2.5,12.3,4.9
725,-17.3,-14.8,-17.3,-14.8,-12.3,-12.3,-17.3,-17.3,-12.3,-12.3,-17.3,-7.4,-4.9,-7.4,-12.3,-9.9,-9.9,-9.9,-7.4,-9.9,-4.9,0,0,0,0,0,0,2.5,2.5,0,0,0,2.5,0,0,2.5,-7.4,2.5,2.5,0,0,2.5,-12.3,0,-14.8,-7.4,0,2.5,-12.3,-12.3,-4.9,-12.3,-9.9,0,0,-7.4,-7.4,-2.5,2.5,2.5,2.5,0,-2.5,-4.9,4.9,0,2.5,0,0,0,-7.4,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,9.9,9.9,7.4,9.9,9.9,9.9,7.4,12.3,2.5,4.9,0,9.9,12.3,12.3,0,7.4,7.4,12.3,9.9,4.9,7.4,2.5,0,0,-7.4,2.5,0,2.5,4.9,0,2.5,2.5,0,0,0,-7.4,-2.5,-2.5,0,0,2.5,0,4.9,4.9,2.5,9.9,4.9
726,-7.4,-7.4,-14.8,-9.9,-7.4,-9.9,-14.8,-12.3,-14.8,-12.3,-7.4,-4.9,-12.3,-12.3,-12.3,-4.9,-12.3,-7.4,-2.5,-2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.4,0,2.5,2.5,0,0,0,7.4,0,2.5,-12.3,-4.9,-12.3,-7.4,-9.9,-9.9,-12.3,-12.3,0,-12.3,-7.4,-12.3,-9.9,-4.9,0,-4.9,-2.5,0,0,-4.9,0,2.5,0,0,-4.9,-2.5,0,0,0,0,0,0,2.5,2.5,2.5,4.9,2.5,4.9,4.9,12.3,9.9,2.5,14.8,9.9,7.4,2.5,4.9,9.9,9.9,9.9,9.9,12.3,7.4,0,2.5,9.9,7.4,4.9,9.9,0,4.9,9.9,2.5,0,0,0,2.5,2.5,2.5,0,2.5,2.5,0,2.5,-2.5,-2.5,0,0,7.4,7.4,4.9,2.5,0,2.5
727,-19.7,-9.9,-7.4,-12.3,-12.3,-12.3,-12.3,-12.3,-7.4,-7.4,-12.3,-12.3,-9.9,-9.9,-12.3,-12.3,-14.8,-12.3,0,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,-2.5,0,-7.4,-4.9,-12.3,0,-14.8,-9.9,0,-4.9,-7.4,-12.3,-12.3,-9.9,-2.5,-7.4,0,0,-2.5,0,0,0,0,0,0,0,0,-4.9,-4.9,0,2.5,0,0,0,0,4.9,2.5,4.9,2.5,-7.4,9.9,7.4,7.4,2.5,7.4,7.4,4.9,7.4,14.8,7.4,4.9,19.7,9.9,14.8,4.9,9.9,9.9,2.5,4.9,4.9,2.5,7.4,0,0,2.5,9.9,9.9,2.5,0,2.5,0,0,0,0,2.5,0,4.9,2.5,0,0,2.5,0,0,4.9,9.9,0,-2.5,0
728,-12.3,-12.3,-4.9,-9.9,-12.3,-7.4,-12.3,-9.9,0,-9.9,-2.5,-9.9,-7.4,-12.3,-12.3,-7.4,-17.3,-4.9,0,-2.5,-7.4,-7.4,0,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,-12.3,0,0,0,2.5,-12.3,-12.3,-7.4,-4.9,-7.4,-9.9,-4.9,-7.4,-7.4,-4.9,-2.5,-2.5,0,-2.5,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,2.5,0,4.9,2.5,2.5,4.9,9.9,4.9,7.4,14.8,9.9,9.9,9.9,12.3,12.3,7.4,4.9,14.8,9.9,14.8,9.9,9.9,4.9,7.4,7.4,9.9,9.9,12.3,9.9,14.8,7.4,7.4,4.9,9.9,7.4,0,9.9,9.9,0,2.5,0,0,2.5,2.5,0,0,-2.5,9.9,9.9,0,0,0,0,7.4,9.9,9.9,2.5,-2.5
729,-9.9,-9.9,-4.9,-4.9,-7.4,-9.9,-9.9,7.4,2.5,0,-7.4,-9.9,-9.9,-7.4,-12.3,-9.9,-9.9,0,2.5,2.5,0,-9.9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9,0,0,0,-2.5,-4.9,-4.9,-7.4,-2.5,-4.9,-7.4,-7.4,-9.9,-4.9,-2.5,-2.5,-2.5,-4.9,-2.5,0,4.9,2.5,0,0,0,0,0,9.9,2.5,9.9,9.9,0,2.5,0,7.4,0,9.9,9.9,9.9,9.9,14.8,12.3,12.3,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,9.9,17.3,9.9,14.8,17.3,9.9,9.9,7.4,12.3,9.9,9.9,12.3,12.3,12.3,9.9,9.9,9.9,14.8,4.9,14.8,9.9,12.3,0,7.4,9.9,2.5,12.3,9.9,9.9,0,14.8,14.8,9.9,2.5,0,0,4.9,9.9,12.3,9.9
730,-7.4,-7.4,0,0,-7.4,-7.4,0,0,9.9,9.9,14.8,0,-4.9,-7.4,-7.4,-7.4,-7.4,-7.4,0,0,-4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,-7.4,0,-4.9,0,-4.9,-2.5,0,0,0,0,2.5,0,-2.5,2.5,12.3,9.9,0,0,2.5,7.4,7.4,9.9,9.9,12.3,9.9,2.5,7.4,12.3,12.3,9.9,14.8,9.9,14.8,14.8,14.8,14.8,9.9,9.9,7.4,17.3,14.8,14.8,17.3,14.8,12.3,17.3,17.3,9.9,17.3,14.8,9.9,17.3,19.7,19.7,12.3,9.9,14.8,17.3,17.3,9.9,14.8,12.3,9.9,14.8,14.8,14.8,2.5,14.8,0,0,14.8,14.8,12.3,9.9,14.8,14.8,14.8,9.9,17.3,17.3,7.4,2.5,2.5,2.5,19.7,7.4
731,-7.4,-2.5,0,2.5,2.5,0,2.5,4.9,0,2.5,9.9,9.9,7.4,-7.4,-2.5,0,-2.5,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,2.5,0,-2.5,-4.9,0,0,0,0,2.5,0,0,7.4,4.9,2.5,12.3,9.9,4.9,9.9,4.9,14.8,7.4,14.8,17.3,17.3,9.9,9.9,0,7.4,14.8,14.8,14.8,14.8,9.9,12.3,17.3,17.3,14.8,14.8,7.4,9.9,19.7,19.7,22.2,24.7,19.7,19.7,22.2,22.2,22.2,22.2,19.7,19.7,22.2,17.3,19.7,24.7,17.3,17.3,22.2,14.8,14.8,17.3,14.8,22.2,17.3,0,14.8,2.5,7.4,19.7,12.3,17.3,17.3,9.9,12.3,22.2,19.7,14.8,12.3,19.7,22.2,19.7,0,9.9,19.7
732,0,2.5,0,9.9,2.5,4.9,4.9,2.5,4.9,9.9,2.5,2.5,4.9,12.3,0,2.5,2.5,0,2.5,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,-2.5,2.5,-2.5,0,-2.5,0,2.5,2.5,0,0,0,2.5,0,4.9,9.9,14.8,9.9,14.8,14.8,14.8,2.5,14.8,14.8,17.3,14.8,12.3,19.7,17.3,14.8,9.9,0,22.2,14.8,19.7,22.2,19.7,2.5,14.8,19.7,14.8,14.8,19.7,4.9,19.7,22.2,24.7,22.2,22.2,27.1,19.7,24.7,27.1,27.1,27.1,27.1,22.2,14.8,22.2,24.7,14.8,19.7,17.3,17.3,22.2,22.2,24.7,2.5,17.3,7.4,17.3,14.8,14.8,22.2,22.2,22.2,22.2,22.2,14.8,22.2,19.7,22.2,22.2,22.2,24.7,22.2,9.9
733,4.9,0,2.5,12.3,9.9,0,4.9,7.4,4.9,7.4,9.9,4.9,2.5,4.9,2.5,2.5,9.9,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9.9,2.5,0,4.9,2.5,7.4,0,9.9,4.9,7.4,9.9,9.9,7.4,2.5,17.3,14.8,9.9,9.9,4.9,17.3,17.3,22.2,19.7,24.7,22.2,19.7,22.2,17.3,2.5,14.8,19.7,14.8,24.7,22.2,7.4,17.3,19.7,27.1,22.2,22.2,24.7,22.2,22.2,22.2,22.2,24.7,24.7,27.1,32.1,29.6,14.8,24.7,24.7,27.1,27.1,24.7,22.2,14.8,14.8,24.7,22.2,22.2,2.5,12.3,2.5,9.9,22.2,22.2,27.1,22.2,27.1,27.1,24.7,2.5,22.2,17.3,9.9,22.2,24.7,19.7,24.7,22.2
